hidden_sizes,learning_rate,dropout_rate,batch_size,weight_decay,avg_top5_return,avg_hit_rate,avg_train_time,avg_epochs,return_std,hit_rate_std,success_rate
"[512, 256]",0.001,0.4,32,1e-05,1.0898986048996449,0.12000000000000002,0.34964423974355063,16.133333333333333,0.7225248950582107,0.12220201853215576,1.0
"[512, 256]",0.001,0.4,32,0.0001,1.0578115951269864,0.11333333333333334,0.3313302755355835,15.366666666666667,0.7548610662687045,0.12310790208412926,0.9666666666666667
"[512, 256]",0.001,0.4,32,0.0,1.0229975167041023,0.12000000000000002,0.33695658842722576,15.6,0.7708968805312403,0.14236104336041747,0.9666666666666667
"[512, 256]",0.0001,0.2,32,1e-05,1.0194259735445181,0.10666666666666669,0.36669060389200847,17.166666666666668,1.0959220545703925,0.14360439485692014,0.8
"[512, 256]",0.0001,0.2,32,0.0001,1.019041120260954,0.10666666666666669,0.359005077679952,16.833333333333332,1.096021944618422,0.14360439485692014,0.8
"[512, 256]",0.0001,0.2,32,0.0,1.0144084247450034,0.10666666666666669,0.3614040772120158,16.8,1.092015673443517,0.14360439485692014,0.8
[256],0.01,0.4,32,0.0001,1.005980476240317,0.15333333333333335,0.2861936887105306,14.7,0.6840546942869759,0.16069294390925268,0.9666666666666667
"[512, 256]",0.001,0.4,16,0.0,0.9762477699977656,0.13333333333333336,0.378057066599528,12.933333333333334,0.8145474037194794,0.13984117975602023,0.9333333333333333
"[512, 256]",0.001,0.4,16,0.0001,0.9753892157537242,0.10666666666666667,0.42911647955576576,14.366666666666667,0.824091006730472,0.1339983416149452,0.9333333333333333
[256],0.001,0.4,32,0.0,0.9733173653483391,0.14,0.26457329591115314,13.6,1.2986939510891529,0.11718930554164632,0.8
[256],0.001,0.4,32,1e-05,0.9609870572884878,0.14,0.2665876388549805,13.7,1.265717164169277,0.10519822558706333,0.8333333333333334
[256],0.001,0.4,32,0.0001,0.9534083525339763,0.14,0.2670996824900309,13.533333333333333,1.264943276418379,0.10519822558706333,0.8333333333333334
"[512, 256]",0.001,0.0,32,1e-05,0.9514855831240614,0.11333333333333334,0.3023717403411865,14.1,0.9397871293974305,0.14313940369055925,0.8333333333333334
"[512, 256]",0.0001,0.0,32,1e-05,0.9486074330906074,0.11333333333333334,0.36899662017822266,17.633333333333333,0.8710398440605307,0.14313940369055925,0.8
"[512, 256]",0.0001,0.0,32,0.0,0.9481721403698127,0.11333333333333334,0.3740467151006063,17.9,0.8710914720609055,0.14313940369055925,0.8
"[512, 256]",0.0001,0.0,32,0.0001,0.9481721403698127,0.11333333333333334,0.3774770100911458,17.866666666666667,0.8710914720609055,0.14313940369055925,0.8
[256],0.01,0.4,32,1e-05,0.9474927643934886,0.18000000000000005,0.26425742308298744,13.666666666666666,0.9915636060501555,0.15790292376436013,0.9333333333333333
"[512, 256]",0.001,0.4,16,1e-05,0.9457737002832194,0.12000000000000002,0.41358455816904705,13.8,0.8092637349926844,0.132664991614216,0.9333333333333333
"[512, 256]",0.001,0.0,32,0.0,0.9294322567681471,0.11333333333333334,0.3115219275156657,14.733333333333333,0.910052297807696,0.14313940369055925,0.8333333333333334
[256],0.01,0.4,32,0.0,0.9215036779642105,0.17333333333333337,0.26491108735402424,13.866666666666667,0.9887110671255281,0.15260697523012795,0.9
"[512, 256]",0.01,0.2,16,1e-05,0.918779339020451,0.12666666666666668,0.3968442757924398,12.866666666666667,0.8119847991331473,0.12092238098144703,0.9
"[512, 256]",0.001,0.0,32,0.0001,0.9091236158584555,0.11333333333333334,0.2976933161417643,14.066666666666666,0.9315093160132034,0.14313940369055925,0.8333333333333334
"[512, 256]",0.01,0.2,16,0.0,0.9042058911174535,0.12666666666666668,0.37930128574371336,12.766666666666667,0.7886483999330046,0.13148721948877348,0.9333333333333333
[256],0.001,0.4,16,0.0,0.9029531021912892,0.14666666666666667,0.3933345079421997,14.966666666666667,1.2080909218428535,0.12578641509408806,0.8333333333333334
[256],0.001,0.4,16,1e-05,0.8965027562653025,0.14666666666666667,0.37381701469421386,14.166666666666666,1.202226615984225,0.12578641509408806,0.8
[256],0.001,0.4,16,0.0001,0.8965027562653025,0.14666666666666667,0.38738094170888265,14.266666666666667,1.202226615984225,0.12578641509408806,0.8
"[512, 256]",0.0001,0.2,16,0.0001,0.8844658102529744,0.11333333333333334,0.5065211375554403,16.433333333333334,0.9273737676413998,0.14313940369055927,0.8666666666666667
"[512, 256]",0.0001,0.2,16,1e-05,0.8844658102529744,0.11333333333333334,0.4898837645848592,16.4,0.9273737676413998,0.14313940369055927,0.8666666666666667
"[512, 256]",0.0001,0.4,16,0.0,0.8797894731163979,0.10000000000000002,0.5007618347803752,17.133333333333333,0.9411997911178802,0.12382783747337808,0.8333333333333334
"[1024, 512, 256]",0.001,0.4,16,1e-05,0.8786767296493053,0.14666666666666667,0.5327903827031454,16.1,1.0565139935722194,0.1359738536958076,0.8333333333333334
"[512, 256]",0.01,0.4,16,1e-05,0.8778387839595477,0.1,0.40526432196299234,13.0,1.038816355208641,0.1238278374733781,0.9
"[512, 256]",0.0001,0.2,16,0.0,0.875474922452122,0.11333333333333334,0.47559045950571693,16.433333333333334,0.9246370230856759,0.14313940369055927,0.8666666666666667
"[512, 256]",0.0001,0.4,16,1e-05,0.8741324864793569,0.10000000000000002,0.49424991607666013,16.233333333333334,0.9545006421198348,0.11254628677422757,0.8333333333333334
"[512, 256]",0.0001,0.4,16,0.0001,0.8706151935427139,0.10000000000000002,0.49052127202351886,15.866666666666667,0.9586504018201524,0.11254628677422757,0.8333333333333334
"[512, 256]",0.0001,0.0,16,0.0,0.8645763657987118,0.10666666666666667,0.4511741876602173,16.0,0.8453014038601724,0.1339983416149452,0.8
"[512, 256]",0.01,0.2,16,0.0001,0.8639311169084977,0.12666666666666668,0.3769487460454305,12.366666666666667,0.666528724763032,0.13148721948877348,0.9333333333333333
"[512, 256]",0.0001,0.0,16,1e-05,0.863570932795604,0.10666666666666667,0.46774475574493407,15.7,0.8436345983976531,0.1339983416149452,0.8
"[512, 256]",0.0001,0.0,16,0.0001,0.863570932795604,0.10666666666666667,0.4487053712209066,15.7,0.8436345983976531,0.1339983416149452,0.8
[256],0.001,0.0,32,1e-05,0.8604712887356679,0.11333333333333336,0.3211629867553711,15.933333333333334,1.4117402141055029,0.12310790208412926,0.8333333333333334
"[1024, 512, 256]",0.01,0.4,32,0.0,0.8559823714196682,0.10000000000000002,0.3225871086120605,13.833333333333334,1.0978232968740524,0.12382783747337808,0.8
"[1024, 512, 256]",0.001,0.2,32,1e-05,0.8469197740157445,0.11333333333333334,0.3635804255803426,15.6,1.0106878363805838,0.13349989596333858,0.8333333333333334
"[1024, 512, 256]",0.001,0.4,16,0.0001,0.8404570341110229,0.12666666666666668,0.5214154640833537,15.7,0.9308118753209933,0.1412641340027806,0.8333333333333334
[256],0.001,0.0,32,0.0001,0.8297909720490376,0.11333333333333336,0.2905006170272827,14.9,1.4191197161457842,0.12310790208412926,0.8333333333333334
"[1024, 512, 256]",0.001,0.4,16,0.0,0.8278994669516881,0.13333333333333333,0.4992141326268514,15.7,0.8657829114130944,0.149071198499986,0.8666666666666667
[256],0.001,0.2,16,1e-05,0.8217170401786764,0.12666666666666668,0.4184522787729899,15.4,1.2857357474914288,0.1412641340027806,0.7666666666666667
[256],0.001,0.2,16,0.0001,0.8147549405073126,0.12000000000000002,0.41633584499359133,15.766666666666667,1.2870269713715026,0.13266499161421602,0.7666666666666667
"[512, 256]",0.001,0.2,16,0.0001,0.8141701729347308,0.10000000000000002,0.46119292577107746,14.833333333333334,0.9125489167053954,0.1341640786499874,0.9333333333333333
"[512, 256]",0.001,0.2,16,0.0,0.8130603998899459,0.08666666666666668,0.39515438079833987,13.633333333333333,0.8870861475410039,0.12310790208412928,0.9
"[1024, 512, 256]",0.001,0.4,32,0.0,0.8118030334512393,0.11333333333333334,0.37885622183481854,16.3,1.1392119335415032,0.14313940369055925,0.8
[256],0.001,0.0,32,0.0,0.8085309827079376,0.10666666666666669,0.2845168193181356,14.6,1.3948340678829831,0.12364824660660939,0.8333333333333334
"[512, 256]",0.001,0.2,16,1e-05,0.790418588121732,0.10000000000000002,0.42599389553070066,14.2,0.8790300719098089,0.1341640786499874,0.9333333333333333
[256],0.01,0.2,32,0.0001,0.7903683163225651,0.11333333333333334,0.2686266263326009,13.8,0.8301545482442434,0.13349989596333858,0.8666666666666667
"[512, 256]",0.01,0.4,16,0.0001,0.7901018051430583,0.08666666666666668,0.3924720605214437,12.7,0.9596140773641635,0.11175369742826809,0.8666666666666667
[256],0.0001,0.4,16,0.0,0.7869265649778148,0.14000000000000004,0.38541926542917887,14.1,1.423743726993353,0.13808210118138659,0.7666666666666667
[256],0.0001,0.4,16,1e-05,0.7869265649778148,0.14000000000000004,0.38814462820688883,14.1,1.423743726993353,0.13808210118138659,0.7666666666666667
[256],0.0001,0.4,16,0.0001,0.7869265649778148,0.14000000000000004,0.37419583002726237,14.1,1.423743726993353,0.13808210118138659,0.7666666666666667
"[512, 256]",0.01,0.0,16,0.0001,0.7868250466883182,0.10666666666666667,0.4102621555328369,13.6,1.190737597341642,0.13399834161494523,0.8
[256],0.001,0.2,32,1e-05,0.785640204201142,0.12666666666666668,0.27090436617533364,13.966666666666667,1.3779706174753181,0.10934146311237818,0.8333333333333334
[256],0.001,0.2,32,0.0,0.7856401962538561,0.12666666666666668,0.26291486422220867,13.9,1.3779706068368365,0.10934146311237818,0.8333333333333334
[256],0.001,0.2,32,0.0001,0.7847274623811245,0.12666666666666668,0.2757888237635295,13.933333333333334,1.37779755950016,0.10934146311237818,0.8333333333333334
[256],0.001,0.2,16,0.0,0.7762217583134771,0.12000000000000002,0.4052054723103841,15.066666666666666,1.2643196824373315,0.13266499161421602,0.7333333333333333
[256],0.01,0.4,16,0.0,0.7635000337536136,0.11333333333333334,0.4244645595550537,16.066666666666666,1.1529853677962105,0.16069294390925265,0.8
[256],0.001,0.0,16,0.0001,0.7621112960080306,0.12666666666666668,0.39165502389272056,15.066666666666666,1.1426565332129759,0.12092238098144704,0.7666666666666667
[256],0.01,0.4,16,0.0001,0.7586925317843755,0.13333333333333333,0.40354645252227783,14.8,0.8931352448290584,0.15776212754932312,0.8333333333333334
"[1024, 512, 256]",0.001,0.2,32,0.0,0.7505896374583244,0.10000000000000003,0.35388870239257814,15.4,1.0393060235718217,0.1341640786499874,0.8333333333333334
"[512, 256]",0.001,0.2,32,0.0001,0.749625243122379,0.10000000000000003,0.291615891456604,13.7,0.9736882178661427,0.1341640786499874,0.8666666666666667
[256],0.001,0.0,16,0.0,0.7469254297514757,0.12000000000000002,0.3913977384567261,14.933333333333334,1.1298450403950313,0.12220201853215576,0.7666666666666667
[256],0.001,0.0,16,1e-05,0.7461582995951176,0.12000000000000002,0.3856712579727173,15.066666666666666,1.1306989936428213,0.12220201853215576,0.7666666666666667
"[1024, 512, 256]",0.01,0.2,32,0.0001,0.7447567582130432,0.12000000000000001,0.31351614793141686,13.333333333333334,0.9473914958630466,0.16812693617224655,0.8333333333333334
"[512, 256]",0.0001,0.4,32,1e-05,0.7447168772419294,0.09333333333333335,0.3466571489969889,15.8,0.892664495043478,0.11234866364235145,0.8
"[512, 256]",0.0001,0.4,32,0.0,0.7447168762485187,0.09333333333333335,0.3313809553782145,15.766666666666667,0.8926644962650294,0.11234866364235145,0.8
"[512, 256]",0.0001,0.4,32,0.0001,0.7447168762485187,0.09333333333333335,0.3371966600418091,15.8,0.8926644962650294,0.11234866364235145,0.8
"[512, 256]",0.001,0.2,32,1e-05,0.7340857954695821,0.10000000000000003,0.2925530989964803,13.333333333333334,0.9755289484073217,0.1341640786499874,0.8666666666666667
[256],0.01,0.2,32,1e-05,0.7282598209877809,0.11333333333333334,0.28360326290130616,14.466666666666667,0.7806966487320147,0.13349989596333858,0.8666666666666667
[256],0.0001,0.2,16,0.0,0.7270722569897771,0.12000000000000002,0.3757799069086711,14.9,1.5183345611783428,0.14236104336041747,0.7666666666666667
"[512, 256]",0.001,0.0,16,1e-05,0.7250065962473552,0.10000000000000002,0.4034454584121704,13.966666666666667,1.1040339651381148,0.1341640786499874,0.7333333333333333
[256],0.01,0.0,16,0.0001,0.723506917928656,0.1,0.3746588389078776,14.633333333333333,1.0073127882482005,0.1238278374733781,0.7666666666666667
"[1024, 512, 256]",0.001,0.4,32,0.0001,0.7166969717790683,0.10666666666666669,0.35193217595418297,14.966666666666667,0.9728390748539305,0.1339983416149452,0.8
"[512, 256]",0.01,0.0,16,0.0,0.7092577361812195,0.09333333333333334,0.35736581484476726,12.533333333333333,1.16684103535473,0.1339983416149452,0.7
[256],0.01,0.4,16,1e-05,0.7042487879594167,0.10666666666666667,0.40535203615824383,15.533333333333333,0.9567662080158069,0.12364824660660938,0.8666666666666667
"[1024, 512, 256]",0.001,0.2,32,0.0001,0.7020726775129636,0.11333333333333334,0.3255422115325928,13.833333333333334,1.0692039715489012,0.13349989596333858,0.8
"[512, 256]",0.001,0.0,16,0.0001,0.6994055412709713,0.09333333333333334,0.38608445326487223,13.133333333333333,1.1000528617193424,0.1339983416149452,0.7333333333333333
"[512, 256]",0.01,0.0,16,1e-05,0.6961887314294776,0.09333333333333334,0.39149438540140785,13.033333333333333,1.114090823154344,0.12364824660660939,0.7333333333333333
[256],0.01,0.2,32,0.0,0.6952927656471729,0.11333333333333334,0.270538600285848,14.233333333333333,0.8625116618256546,0.12310790208412926,0.8333333333333334
"[512, 256]",0.001,0.2,32,0.0,0.6938289924835165,0.10000000000000003,0.2814203182856242,13.133333333333333,0.9657221135842216,0.1341640786499874,0.8666666666666667
"[512, 256]",0.01,0.4,16,0.0,0.6917120641718308,0.07333333333333335,0.3912171761194865,12.733333333333333,1.001529740096731,0.10934146311237815,0.7
"[512, 256]",0.001,0.0,16,0.0,0.6881472709278266,0.09333333333333334,0.36971454620361327,13.033333333333333,1.101041990888936,0.1339983416149452,0.7333333333333333
[256],0.0001,0.2,16,0.0001,0.6866650130231089,0.12000000000000002,0.40778860251108806,14.833333333333334,1.5210392056121278,0.14236104336041747,0.7666666666666667
[256],0.0001,0.2,16,1e-05,0.6866650130231089,0.12000000000000002,0.4058934370676676,14.8,1.5210392056121278,0.14236104336041747,0.7666666666666667
"[1024, 512, 256]",0.01,0.4,32,1e-05,0.6866514629373948,0.12000000000000002,0.3075972557067871,12.8,0.9835980086492462,0.15143755588800728,0.7666666666666667
"[1024, 512, 256]",0.001,0.2,16,0.0001,0.6826486468315125,0.10000000000000003,0.4828425725301107,14.6,0.9567508473956321,0.10000000000000002,0.8333333333333334
"[1024, 512, 256]",0.001,0.2,16,0.0,0.6768515185763438,0.10666666666666669,0.4786355098088582,14.866666666666667,0.8362972787023438,0.09977753031397177,0.8666666666666667
"[1024, 512, 256]",0.001,0.4,32,1e-05,0.674382617175191,0.09333333333333334,0.33430650234222414,14.3,1.0472593688068028,0.1339983416149452,0.7666666666666667
"[1024, 512, 256]",0.0001,0.4,32,0.0001,0.6690528181691965,0.08000000000000002,0.3865586439768473,16.333333333333332,0.9495623926163355,0.1107549848389077,0.8
"[1024, 512, 256]",0.0001,0.4,32,1e-05,0.6690528181691965,0.08000000000000002,0.38874300320943195,16.266666666666666,0.9495623926163355,0.1107549848389077,0.8
"[512, 256]",0.01,0.4,32,0.0,0.6667170516215265,0.10666666666666667,0.3146883249282837,14.566666666666666,1.0219476957035476,0.13399834161494523,0.8333333333333334
"[1024, 512, 256]",0.0001,0.4,32,0.0,0.6650003003577392,0.08000000000000002,0.3710693359375,16.066666666666666,0.9482921289379241,0.1107549848389077,0.8
"[1024, 512, 256]",0.01,0.4,32,0.0001,0.6616425438473622,0.10000000000000003,0.327117911974589,13.833333333333334,1.0743873943891575,0.12382783747337808,0.7666666666666667
"[1024, 512, 256]",0.01,0.2,32,1e-05,0.6569505150119463,0.11333333333333333,0.3112663984298706,13.166666666666666,0.9244368049956645,0.16069294390925268,0.8
[256],0.0001,0.0,16,0.0,0.6493668740615248,0.1066666666666667,0.37703876495361327,13.666666666666666,1.5098920603026293,0.13399834161494523,0.7333333333333333
[256],0.0001,0.0,16,0.0001,0.6493668740615248,0.1066666666666667,0.34299046993255616,13.633333333333333,1.5098920603026293,0.13399834161494523,0.7333333333333333
[256],0.0001,0.0,16,1e-05,0.6493668740615248,0.1066666666666667,0.3428874731063843,13.633333333333333,1.5098920603026293,0.13399834161494523,0.7333333333333333
[256],0.0001,0.4,32,0.0001,0.6490131724004944,0.12000000000000002,0.2827190717061361,14.4,1.4243267139055509,0.14236104336041747,0.7333333333333333
[256],0.0001,0.4,32,1e-05,0.6490131724004944,0.12000000000000002,0.2775484800338745,14.4,1.4243267139055509,0.14236104336041747,0.7333333333333333
[256],0.0001,0.4,32,0.0,0.6481594431524476,0.12000000000000002,0.2688342491785685,14.033333333333333,1.4244749672432302,0.14236104336041747,0.7333333333333333
"[1024, 512, 256]",0.001,0.0,32,0.0,0.6412326177892586,0.10000000000000002,0.3317503213882446,14.666666666666666,1.064144245214131,0.1341640786499874,0.8666666666666667
"[1024, 512, 256]",0.0001,0.4,16,0.0001,0.6406356929180522,0.06666666666666667,0.5471574624379476,16.5,0.9060395399438518,0.09428090415820635,0.8666666666666667
"[1024, 512, 256]",0.0001,0.4,16,0.0,0.6406356909312307,0.06666666666666667,0.5341418504714965,16.5,0.9060395402444497,0.09428090415820635,0.8666666666666667
"[1024, 512, 256]",0.001,0.2,16,1e-05,0.6342347946017981,0.10000000000000003,0.46010532379150393,14.0,0.8533244010660346,0.11254628677422757,0.8333333333333334
"[1024, 512, 256]",0.01,0.2,32,0.0,0.6334076814353466,0.12000000000000002,0.30254877408345543,13.033333333333333,1.014946676045728,0.16812693617224653,0.7
"[512, 256]",0.01,0.4,32,1e-05,0.6198424460366369,0.12000000000000002,0.29513324101765953,13.766666666666667,0.8747674620693755,0.14236104336041747,0.7666666666666667
[256],0.0001,0.0,32,0.0001,0.6112599231302738,0.1066666666666667,0.27412548859914143,14.3,1.5250477734603116,0.12364824660660939,0.7333333333333333
[256],0.0001,0.0,32,1e-05,0.6112599231302738,0.1066666666666667,0.27579878171284994,14.3,1.5250477734603116,0.12364824660660939,0.7333333333333333
[256],0.0001,0.0,32,0.0,0.6112599191566308,0.1066666666666667,0.270280122756958,14.2,1.5250477729214575,0.12364824660660939,0.7333333333333333
"[1024, 512, 256]",0.001,0.0,16,1e-05,0.6112134452288349,0.11333333333333334,0.4127785603205363,12.833333333333334,1.1036456986302667,0.13349989596333858,0.8
"[1024, 512, 256]",0.0001,0.4,16,1e-05,0.609453040206184,0.06666666666666667,0.5511102596918742,16.466666666666665,0.8063358292050139,0.09428090415820635,0.8666666666666667
"[1024, 512, 256]",0.0001,0.0,16,0.0,0.6067030930270751,0.10666666666666667,0.48429226080576576,14.966666666666667,1.134972318799069,0.14360439485692011,0.8
[256],0.01,0.0,16,0.0,0.6057630516588688,0.10000000000000002,0.3111054102579753,12.233333333333333,1.0290362645643008,0.1,0.8333333333333334
"[1024, 512, 256]",0.0001,0.0,32,1e-05,0.6026465414712826,0.09333333333333334,0.3775398413340251,16.6,0.9968717580533795,0.1339983416149452,0.8
"[1024, 512, 256]",0.001,0.0,32,1e-05,0.5988044261932373,0.10000000000000002,0.3247000296910604,14.233333333333333,1.0342737847809258,0.1341640786499874,0.8
"[1024, 512, 256]",0.0001,0.0,32,0.0001,0.5965660486370326,0.09333333333333334,0.3793103377024333,16.7,0.99937609765365,0.1339983416149452,0.8
"[1024, 512, 256]",0.0001,0.0,32,0.0,0.5866036175439755,0.09333333333333334,0.3556219180425008,15.9,1.0194521208882206,0.1339983416149452,0.8
[256],0.01,0.0,16,1e-05,0.5862492645780245,0.08666666666666668,0.34324933687845866,12.9,1.0704730670388558,0.09910712498212339,0.8
[256],0.0001,0.2,32,1e-05,0.5812746855119865,0.10666666666666669,0.2852912505467733,14.266666666666667,1.423318606541376,0.14360439485692014,0.7333333333333333
[256],0.0001,0.2,32,0.0,0.5812746855119865,0.10666666666666669,0.2729799270629883,14.266666666666667,1.423318606541376,0.14360439485692014,0.7333333333333333
[256],0.0001,0.2,32,0.0001,0.5812746855119865,0.10666666666666669,0.28569897015889484,14.266666666666667,1.423318606541376,0.14360439485692014,0.7333333333333333
"[1024, 512, 256]",0.001,0.0,16,0.0,0.5811108089983463,0.10666666666666669,0.4083542346954346,12.866666666666667,1.1825627153122873,0.1339983416149452,0.7666666666666667
[256],0.01,0.0,32,0.0,0.574636339644591,0.13333333333333333,0.2564051787058512,13.266666666666667,1.279021517613854,0.13984117975602023,0.8
"[512, 256]",0.01,0.2,32,0.0001,0.5740495649321625,0.07333333333333333,0.29628055890401206,13.866666666666667,0.8317144053642544,0.09637888196533975,0.8
"[1024, 512, 256]",0.001,0.0,16,0.0001,0.5739151544868946,0.10666666666666667,0.4410708983739217,13.666666666666666,1.1080784099427612,0.13399834161494523,0.7333333333333333
"[1024, 512, 256]",0.0001,0.0,16,1e-05,0.5570221077650785,0.10000000000000002,0.4620235284169515,14.5,1.1243909100535574,0.1341640786499874,0.8
"[1024, 512, 256]",0.0001,0.0,16,0.0001,0.5570221057782571,0.10000000000000002,0.4697650591532389,14.433333333333334,1.1243909098856748,0.1341640786499874,0.8
"[1024, 512, 256]",0.0001,0.2,16,0.0001,0.5500716232384245,0.08666666666666668,0.5166474898656209,15.633333333333333,0.9238036062421758,0.11175369742826809,0.8
"[1024, 512, 256]",0.0001,0.2,16,0.0,0.5371096594259143,0.08000000000000002,0.502207628885905,15.8,0.8983781855434516,0.1107549848389077,0.8
"[1024, 512, 256]",0.0001,0.2,16,1e-05,0.5366959266985456,0.08000000000000002,0.5161030769348145,15.666666666666666,0.9217560203671543,0.1107549848389077,0.8
"[1024, 512, 256]",0.001,0.0,32,0.0001,0.5339560513695081,0.10000000000000002,0.319194237391154,14.033333333333333,1.0875056720070846,0.1341640786499874,0.8
"[1024, 512, 256]",0.01,0.2,16,0.0,0.5233602166680309,0.11333333333333334,0.42549649079640706,13.0,1.2763672534420096,0.12310790208412926,0.7333333333333333
"[1024, 512, 256]",0.01,0.2,16,0.0001,0.518416094655792,0.12000000000000001,0.4216982920964559,12.6,1.1857511156920306,0.16,0.7333333333333333
"[1024, 512, 256]",0.01,0.0,32,0.0,0.5113093357533216,0.06666666666666667,0.3073968172073364,13.866666666666667,0.9811482830943004,0.11925695879998877,0.7666666666666667
"[1024, 512, 256]",0.0001,0.2,32,1e-05,0.5082760011903399,0.05333333333333334,0.36510829130808514,15.533333333333333,0.896975841720723,0.08844332774281068,0.8333333333333334
"[1024, 512, 256]",0.0001,0.2,32,0.0,0.5082760011903399,0.05333333333333334,0.37011288007100424,15.5,0.896975841720723,0.08844332774281068,0.8333333333333334
"[1024, 512, 256]",0.0001,0.2,32,0.0001,0.5021420236182166,0.05333333333333334,0.35828157265981037,15.2,0.8920987978033871,0.08844332774281068,0.8333333333333334
[256],0.01,0.2,16,1e-05,0.5012579453488191,0.10000000000000002,0.378922438621521,13.766666666666667,1.3272504435431027,0.1341640786499874,0.7
"[512, 256]",0.01,0.4,32,0.0001,0.5001807775969307,0.11333333333333334,0.3100930611292521,14.4,0.9873528291988064,0.15216949614017772,0.7
[256],0.01,0.2,16,0.0001,0.4993652687718471,0.10000000000000002,0.34876422087351483,13.133333333333333,1.3206197959544068,0.1341640786499874,0.7
"[1024, 512, 256]",0.01,0.2,16,1e-05,0.491935649762551,0.11333333333333334,0.4370986541112264,13.2,1.171538970991511,0.12310790208412925,0.7333333333333333
[256],0.01,0.0,32,0.0001,0.4845820645491282,0.12000000000000002,0.24368384679158528,12.7,1.3834584709979756,0.14236104336041747,0.7666666666666667
"[512, 256]",0.01,0.2,32,1e-05,0.4567973566396783,0.060000000000000005,0.29955045382181805,13.9,0.9006428634590663,0.0916515138991168,0.7666666666666667
[256],0.01,0.0,32,1e-05,0.42955624014139177,0.12000000000000002,0.24370581309000652,12.866666666666667,1.360801520377295,0.14236104336041747,0.7333333333333333
"[512, 256]",0.01,0.2,32,0.0,0.42200827593915163,0.06666666666666667,0.2730445861816406,12.7,0.902486631471258,0.09428090415820632,0.7666666666666667
"[512, 256]",0.01,0.0,32,1e-05,0.4203768279403448,0.10000000000000002,0.2880333423614502,13.766666666666667,1.1560759516122159,0.1341640786499874,0.7
"[512, 256]",0.01,0.0,32,0.0001,0.41946965058644614,0.10666666666666667,0.2751129309336344,13.033333333333333,1.133758232853671,0.1339983416149452,0.7666666666666667
"[1024, 512, 256]",0.01,0.4,16,0.0,0.4090896025300026,0.10000000000000002,0.44956451257069907,14.033333333333333,1.189628753354932,0.15275252316519466,0.7
"[1024, 512, 256]",0.01,0.0,32,1e-05,0.40279329209588466,0.06000000000000001,0.29093483289082844,12.7,0.8730929531491649,0.10519822558706333,0.7666666666666667
"[512, 256]",0.01,0.0,32,0.0,0.3816980512812734,0.12000000000000002,0.2650962670644124,12.666666666666666,1.153256197999428,0.15143755588800728,0.7666666666666667
"[1024, 512, 256]",0.01,0.0,32,0.0001,0.3636162144442399,0.04666666666666667,0.30845197836558025,13.466666666666667,0.9495778654044241,0.09910712498212337,0.8
[256],0.01,0.2,16,0.0,0.3263362467288971,0.09333333333333335,0.32354795138041176,12.433333333333334,1.208150889486987,0.12364824660660938,0.6666666666666666
"[1024, 512, 256]",0.01,0.4,16,1e-05,0.23681094816420228,0.07333333333333335,0.42653361161549885,12.633333333333333,0.8559979926030491,0.10934146311237815,0.7666666666666667
"[1024, 512, 256]",0.01,0.0,16,1e-05,0.21170946024358273,0.07333333333333333,0.42663352489471434,13.3,1.0525466171683706,0.10934146311237816,0.7
"[1024, 512, 256]",0.01,0.4,16,0.0001,0.1671362840104848,0.08666666666666667,0.4190322478612264,12.733333333333333,0.9848933513380536,0.12310790208412928,0.7333333333333333
"[1024, 512, 256]",0.01,0.0,16,0.0,0.1392463551213344,0.06666666666666668,0.39077865282694496,12.533333333333333,1.060235076629854,0.11925695879998881,0.6666666666666666
"[1024, 512, 256]",0.01,0.0,16,0.0001,0.13537926884988943,0.060000000000000005,0.38864843050638836,12.366666666666667,1.016440347694324,0.10519822558706333,0.6666666666666666
